Time,"Adair County, OK","Alfalfa County, OK","Atoka County, OK","Beaver County, OK","Beckham County, OK","Blaine County, OK","Bryan County, OK","Caddo County, OK","Canadian County, OK","Carter County, OK","Cherokee County, OK","Choctaw County, OK","Cimarron County, OK","Cleveland County, OK","Coal County, OK","Comanche County, OK","Cotton County, OK","Craig County, OK","Creek County, OK","Custer County, OK","Delaware County, OK","Dewey County, OK","Ellis County, OK","Garfield County, OK","Garvin County, OK","Grady County, OK","Grant County, OK","Greer County, OK","Harmon County, OK","Harper County, OK","Haskell County, OK","Hughes County, OK","Jackson County, OK","Jefferson County, OK","Johnston County, OK","Kay County, OK","Kingfisher County, OK","Kiowa County, OK","Latimer County, OK","Le Flore County, OK","Lincoln County, OK","Logan County, OK","Love County, OK","Major County, OK","Marshall County, OK","Mayes County, OK","McClain County, OK","McCurtain County, OK","McIntosh County, OK","Murray County, OK","Muskogee County, OK","Noble County, OK","Nowata County, OK","Okfuskee County, OK","Oklahoma County, OK","Okmulgee County, OK","Osage County, OK","Ottawa County, OK","Pawnee County, OK","Payne County, OK","Pittsburg County, OK","Pontotoc County, OK","Pottawatomie County, OK","Pushmataha County, OK","Roger Mills County, OK","Rogers County, OK","Seminole County, OK","Sequoyah County, OK","Stephens County, OK","Texas County, OK","Tillman County, OK","Tulsa County, OK","Wagoner County, OK","Washington County, OK","Washita County, OK","Woods County, OK","Woodward County, OK"
01/1990,7723,2688,5029,2905,8387,5029,13804,11789,39151,19404,15104,5565,1577,97624,2538,41999,2541,6267,29371,13984,11304,2267,2153,26454,11408,19470,2528,2351,1361,1933,4284,5610,10565,2837,4090,23308,6426,4696,3994,19241,13078,13378,3662,3577,4415,14344,11292,14039,6493,5463,29695,5300,4451,4398,310226,16219,18980,13659,7599,30872,17341,16007,26922,4256,1813,28311,10553,15481,18249,8140,4195,268341,24322,22885,5353,4221,9357
01/1991,8898,2812,4974,3135,8608,5090,13466,11578,38808,19351,14915,5793,1759,92976,2660,41393,2544,6358,29059,13518,12364,2309,2051,26511,12245,18706,2596,2320,1396,2024,4722,5468,10430,2726,4000,22927,6402,4683,4258,19209,13579,12954,3661,3574,4314,14693,11105,14419,6713,5574,28842,5353,4348,4193,305405,15516,18426,13211,6737,30489,18287,15976,26386,4433,1941,28596,10528,15502,19157,8166,4404,264435,23949,22216,5199,4322,8847
01/1992,9325,2636,4845,2914,8678,4741,13028,12040,38393,19587,15785,5961,1779,92518,2477,41511,2218,6470,29296,13583,12425,2464,1921,25891,11134,18671,2478,2199,1375,2031,4513,5438,9943,3004,4123,23529,6430,4833,4283,17451,13836,13132,3744,3687,4653,14528,10869,14645,6686,5875,29115,5114,4370,4451,298080,14518,18579,12994,6753,31605,17954,15870,25642,4458,1916,29161,10557,15700,18815,8334,4458,266837,24237,22567,5175,4405,8800
01/1993,9738,2533,4846,2747,8782,4672,13120,11685,39354,19748,15644,5883,1640,94763,2512,42498,2211,6337,29488,12978,12827,2279,1813,26289,10872,18829,2351,2273,1292,1918,4383,5520,10120,3233,4181,23907,6291,4751,4019,18052,14631,13238,3802,3529,4842,14205,11131,14299,6859,5604,28766,5157,3906,4415,302168,14739,18701,12686,6803,32253,17843,15677,25984,4676,1890,29554,10511,15950,18559,8220,4090,268967,24684,21065,5017,4188,8717
01/1994,10033,2491,4742,2970,9147,4986,13565,11692,40111,20415,15912,5876,1660,96732,2519,42089,2292,6361,30043,13155,13630,2285,1847,26961,11348,19595,2359,2376,1259,1948,4267,5705,10599,3164,4478,23708,6689,4735,4306,18584,14581,13464,3904,3739,4913,14347,11452,15004,7009,5524,29513,5578,4010,4445,306451,15561,19107,13134,6851,33148,18176,16018,26117,4914,1916,30834,10885,16300,18444,8494,4160,274217,25521,20812,5198,4292,9023
01/1995,10073,2637,4937,3048,9379,4883,13665,11848,40849,20387,16077,5543,1742,99010,2693,40030,2425,6550,30169,13286,14486,2290,1927,27025,11025,20168,2532,1932,1365,1936,4337,5643,10929,3338,4709,23051,7010,4712,4198,19857,14363,13800,3883,3903,5204,15063,11739,15242,7090,5539,28856,5484,3795,4196,307483,15464,18792,13400,6561,33679,17743,16262,26317,5042,1972,30693,10704,16608,18154,9165,4134,271773,25568,20005,5224,4090,9148
01/1996,9804,2572,4883,2874,9288,4962,13940,11688,42008,20250,16356,5736,1694,100977,2698,39869,2358,6436,30288,12885,15214,2201,1832,26737,11220,20501,2504,2453,1312,1862,4353,5357,11026,3244,4759,22862,6623,4683,4456,19418,14700,13556,3861,3865,4951,15280,12206,14957,7111,5540,28488,5529,3786,4521,313536,14736,18643,13357,6523,34322,17200,16019,27328,5068,1966,31230,10447,16384,17562,10733,3913,270470,25708,19414,5156,4008,9043
01/1997,9194,2428,4742,2870,9424,4776,14481,11990,43598,20348,16906,5510,1604,105328,2801,40960,2369,6747,31659,12215,15292,2053,1628,27738,11357,20396,2370,2535,1306,1704,4825,5278,11928,3368,4549,22555,6768,4637,4658,19307,14320,14017,3800,4052,5052,14404,12406,14681,7373,5497,29710,5782,3997,4769,318276,14660,19437,13315,6616,35122,17794,16712,27701,5126,1956,33151,10411,17078,17848,13029,3929,283309,27048,20632,4931,4224,8983
01/1998,9311,2555,4874,2928,9422,4770,16286,12661,44252,19972,17955,5550,1820,107306,2683,40916,2322,6883,32290,12364,16869,2157,1717,27906,11253,20341,2403,2535,1391,1751,4998,5555,12771,3173,4517,22233,7160,4682,4437,19326,14007,13863,3714,4218,5062,14662,12636,14938,7651,5528,31094,5807,3626,4139,319239,14437,19826,12782,6395,35121,17119,16731,27842,5220,2039,34611,10308,17537,18229,13529,3787,290477,27798,18560,5119,4311,9172
01/1999,9033,2457,4919,2761,9654,4598,16462,13019,45967,20463,17775,5452,1722,111499,2496,40898,2172,6651,33251,11727,17527,2016,1669,28173,11141,19708,2208,2490,1332,1739,5006,5629,12632,3198,4842,22159,6773,4632,5032,20325,14394,14344,3761,3929,5297,15820,13185,15973,8096,5502,31262,5662,3803,3775,328378,14452,20094,13422,6533,36743,18088,16881,28782,4998,1983,36377,10218,17320,18119,13902,3605,298476,28643,19474,4803,4280,9080
01/2000,9178,2588,5233,2942,8618,4922,16436,12155,46164,20532,18430,5956,1590,110483,2511,43487,2913,6900,31611,13182,15907,2295,2099,28087,12280,21808,2516,2295,1385,1895,4978,5531,12054,2816,4380,22289,7300,4558,4308,20668,14798,16838,4146,3932,5685,17580,13738,14696,7904,5955,28965,5568,4872,4372,323911,16989,20627,15151,7858,36502,18008,16668,29926,4651,1789,35692,10463,17220,19038,10147,3758,293211,29100,23154,5495,4272,9089
01/2001,8919,2498,5200,2909,8711,4610,17113,12058,46870,20924,18925,6029,1531,112171,2501,42074,2802,6727,31594,13230,15930,2286,2063,28072,12433,21898,2418,2248,1415,1886,5329,5244,11912,2627,4531,22541,7171,4579,4541,20834,14792,17118,4238,3733,5504,17808,13734,15762,7871,5819,28436,5739,4759,4773,325150,16888,20661,15580,7876,35148,17512,16481,29961,4705,1772,36352,10512,17436,19457,10478,3650,292559,29484,23488,5794,4352,9494
01/2002,9296,2473,5385,2979,8901,4696,17497,12305,47526,21545,19521,6321,1512,112564,2565,42550,2699,6701,32454,13016,16586,2377,2095,27329,12913,22130,2513,2285,1358,1915,5663,5402,11849,2500,4387,23068,7247,4533,4027,21117,14726,17047,4323,3742,5675,17063,13756,15262,8130,5970,29002,5341,4895,4927,327178,16977,20983,15309,7968,34373,18404,16674,29800,4889,1776,37808,10792,17594,19476,10471,3708,298131,30600,22704,5840,4499,9526
01/2003,9397,2500,5642,2922,8950,4693,17539,12482,48050,22379,19634,6736,1521,113840,2624,44593,2933,6651,32124,12942,16313,2394,2115,27223,13154,22263,2550,2259,1425,1940,5640,5370,12489,2472,4674,21963,7250,4479,3912,21260,14564,17260,4475,3744,5774,16529,13960,15178,8173,5716,29001,5376,4913,4757,327784,16924,20761,15066,7867,33914,19402,17987,29825,5156,1900,38264,10530,17865,19320,10217,3764,294083,30697,23701,5790,4555,9566
01/2004,9799,2543,5443,2974,9134,4720,17989,12162,48946,22560,20236,6259,1525,114026,2310,44897,3074,6661,31916,13430,16651,2442,2179,27474,13113,22477,2487,2252,1422,1854,5301,5358,12600,2449,4545,21874,7229,4384,4012,21104,14469,17547,4533,3793,5935,16428,14049,15049,8714,6203,28347,5212,4847,4480,326146,16822,20624,15393,7788,34217,19496,17290,29907,5060,1900,38920,10075,17913,19483,10209,3565,292004,31074,23776,5916,4761,9533
01/2005,9760,2325,5627,2907,9386,4760,19053,12025,50274,23316,20704,6205,1350,116297,2248,45114,3296,6579,31480,13333,16460,2343,2133,27984,13133,23002,2398,2081,1384,1817,5195,5152,12193,2241,4816,20661,7640,4095,4138,20823,14542,17763,4661,3647,6142,16151,14500,14332,8292,6609,28722,5389,4847,4682,328215,16605,20453,15533,7700,34537,19890,18198,30642,5266,1780,39169,10128,17686,19600,9261,3500,287965,31492,24041,5800,4433,10022
01/2006,10244,2339,5579,2924,9991,4924,19500,11835,50702,23542,20984,6607,1276,115976,2293,44643,3300,6756,31393,13762,16926,2436,2182,29115,13371,23216,2480,2107,1427,1820,5422,5122,12397,2344,4851,21490,7808,4017,4051,21204,14355,17559,4713,3736,6220,16754,14619,14024,8285,7333,29228,5493,4794,4464,324615,16369,20330,16143,7607,35347,21107,19799,31380,5294,1809,39823,10191,17967,20326,9055,3479,290147,32340,24979,5804,4085,10851
01/2007,10754,2324,5940,3028,11222,4872,20083,11938,50510,25534,22300,6909,1285,116525,2560,44604,3573,7443,30677,14348,17966,2500,2279,29962,14451,22660,2496,2034,1473,1900,5595,4921,12534,2385,5156,22240,8322,3957,4170,21028,13783,16831,5059,3840,6377,18082,14619,13847,8455,7992,29273,5872,4934,4606,319906,15929,19998,16858,7340,37415,21975,20289,32980,5215,1856,39449,10451,17842,21130,9171,3485,288593,32266,26482,5983,4487,11606
01/2008,10635,2415,5993,3188,12067,4980,20423,12221,50887,26023,22137,6845,1231,116538,2478,45181,4108,7266,30763,14330,18172,2581,2477,30750,14563,22339,2488,2002,1331,1986,5810,5035,12529,2386,5141,22918,8418,3971,4514,20888,13536,17367,5179,4166,6423,18366,14604,14075,8535,8163,29026,5836,4982,4552,317132,15795,19894,16853,7189,34328,23454,19763,32338,5151,1928,39757,10692,17816,21955,9596,3472,290420,32854,27074,6030,4204,12207
01/2009,10924,2474,6075,3359,12285,4884,20068,12630,53111,28110,23342,7057,1252,119448,2625,46231,3361,7366,30810,14711,19018,2665,2542,31207,15115,22932,2552,2032,1322,2049,5956,5605,11895,2481,5215,23255,7795,4043,4575,20837,13777,17955,5481,4294,6537,18475,15073,14403,8720,8998,29675,5748,5173,4676,324709,15907,19490,18334,7241,34359,23442,20869,33040,5513,1931,40111,11031,17691,22049,7361,3561,291810,33220,27981,6256,4327,11918
01/2010,9002,2570,5129,2907,10191,4659,18162,11888,58936,20868,19181,6206,1516,128160,2379,50598,3018,6780,31694,14059,17093,2298,2070,28077,12293,25132,2611,2277,1366,1909,4887,5810,11470,2724,3784,21180,7400,4355,4502,20642,15490,19434,4861,4001,6643,18139,16975,14672,7476,6299,29532,5211,4983,4466,347181,16876,21076,14557,7676,35961,18798,17931,30654,5079,1735,42939,10024,18040,19758,8748,3449,303127,34930,23824,5468,4307,9284
01/2011,8821,2546,5047,2998,10798,4341,17196,11771,60104,21596,19063,6178,1499,129747,2376,50612,2966,6310,31059,14939,16954,2516,2140,28532,12033,24898,2645,2234,1372,1949,4717,5679,11529,2704,3767,20583,7602,4317,4445,20232,15283,19818,4775,4052,6620,17954,17019,15021,7497,6347,29648,5242,4972,4474,349006,16454,21082,14205,7602,36485,19124,18064,30967,5056,1884,42449,9958,17648,20281,8924,3432,299688,34686,23821,5541,4412,9741
01/2012,8524,2873,4976,3090,12150,4303,17206,11659,62155,21784,18516,5917,1378,133155,2411,50343,2879,6351,31021,15618,17141,2523,2204,29026,12522,25101,2582,2152,1502,1923,4588,5862,11249,2674,3685,20271,7568,4224,4543,19939,15296,20208,5022,4019,6858,18242,17240,14491,7472,6631,29909,5456,4951,4498,358076,16375,20959,14457,7429,37248,19017,18236,31744,5006,1941,42932,10121,17244,20485,8927,3399,303621,35207,24304,5581,4437,10390
01/2013,8424,2949,4937,3017,12563,4359,17667,11580,63892,22155,18733,6051,1282,135258,2318,50530,2887,6222,31136,16027,16931,2407,2314,29565,12304,25275,2660,1998,1392,1948,4632,5910,10963,2637,3578,20164,7759,4223,4279,19963,15308,20475,5209,4105,6769,18427,17640,14588,7487,6553,29921,5363,4844,4471,364363,16223,20997,14350,7388,36765,18395,18108,31864,4835,1874,43488,9954,16969,20877,9132,3408,308944,35712,24608,5565,5252,10707
01/2014,8167,3042,4939,2985,12527,4497,17800,11285,64793,22148,18456,5914,1258,133431,2342,49080,2834,5999,30757,15980,16849,2367,2340,28831,12870,25038,2679,2020,1335,1948,4411,5634,10558,2788,3515,19467,7853,4147,4019,19346,15311,20663,5329,4280,6909,18617,17870,14234,7133,6411,29111,5451,4818,4441,364356,15849,20752,13841,7222,37345,17435,17832,31998,4798,1820,43282,9681,16671,20153,9258,3364,308998,35269,24448,5548,5186,10649
01/2015,8177,3343,4830,3120,12742,4446,17889,11667,67038,22437,18910,6079,1396,135906,2337,49445,2859,6235,30914,15905,17099,2472,2506,29885,12738,25735,3531,2149,1305,2062,4465,5815,10850,2684,3813,19198,8275,4189,3913,19334,15655,21160,5775,4516,6811,19313,18501,15487,7086,6676,29353,5571,4776,4502,369300,16094,20922,14079,7401,37472,17312,18094,32121,5011,1885,43802,9626,16646,20963,9683,3428,313511,35758,24329,5682,5330,10821
01/2016,8107,3103,5059,2952,11281,4470,19324,11841,68740,22639,19258,5842,1377,138045,2372,49008,2853,6296,31302,15293,17696,2637,2272,28691,12891,25872,3048,2174,1291,1908,4584,5577,11024,2759,4376,19113,8385,4190,3825,19542,15787,21383,6467,4013,6706,19520,18793,14854,7103,6313,29552,5672,4687,4601,372147,16083,20969,14462,7446,38465,17958,18522,32934,4904,1798,44505,9600,16764,20104,9431,3356,316490,36404,23945,5381,5360,9634
01/2017,8087,2908,5117,2962,11143,4319,19777,12319,68508,22599,19209,5834,1397,137418,2319,49264,2852,5995,31125,15343,18063,2566,2241,28389,12605,25670,2913,2118,1276,1871,4432,5460,10999,2591,4682,19173,8464,4008,3517,19425,15651,21296,6616,3979,6571,19201,18690,14927,7040,6247,29542,5834,4648,4495,370816,16033,20896,14410,7391,39449,17563,18630,32873,4805,1846,44417,9382,16595,18282,9317,3259,315227,36271,23183,5326,4973,9394
02/1990,7853,2803,5099,2967,8401,5068,13893,11948,38999,19486,15117,5783,1665,93687,2521,42267,2622,6301,29084,13736,11750,2348,2169,26764,11419,19469,2557,2362,1383,2051,4328,5489,10640,2892,4048,23257,6421,4708,4123,19287,12994,13424,3635,3695,4468,14585,11067,14009,6473,5548,29378,5307,4441,4351,303503,15312,19108,13606,7302,31010,17269,16069,26434,4323,1918,28482,10441,15224,17970,8190,4249,267004,24126,22652,5190,4289,9182
02/1991,8778,2783,4770,3074,8519,4958,13366,11535,38437,19173,15001,6022,1742,92312,2644,41193,2460,6325,29318,13594,12445,2264,2017,26279,12004,18311,2546,2298,1433,2024,4555,5271,10261,2795,3970,22906,6374,4674,4368,18379,13420,13013,3635,3564,4304,14539,10797,14728,6535,5484,29016,5326,4295,4329,296384,15595,18296,13035,6631,30382,17880,15932,25788,4403,1918,28556,10440,15523,19042,8118,4396,265011,23937,22070,5153,4355,8810
02/1992,9094,2579,4757,2870,8566,5071,12988,11914,38623,19378,15589,5885,1737,92963,2451,41573,2231,6400,29017,13604,12214,2442,1931,26009,11073,19046,2451,2214,1396,2043,4426,5452,9864,2995,4175,23392,6393,4652,4248,17141,13856,12878,3671,3687,4627,14147,11093,14406,6619,5558,28831,5118,4316,4365,303873,14302,18539,12806,6629,32539,17671,15330,26099,4519,1964,28802,10512,15186,18659,8264,4324,266295,23967,22413,5153,4296,8790
02/1993,9682,2623,4791,2827,8773,4709,13569,11927,39406,19841,15665,5795,1675,94695,2544,42536,2244,6335,29322,12938,13199,2307,1842,26425,10897,19015,2424,2273,1308,1967,4319,5512,10210,3263,4411,23619,6311,4795,4223,18186,14630,13299,3799,3577,4862,14322,11123,14502,6874,5587,28753,5109,3883,4390,301401,14528,18719,12775,6758,33038,17953,15719,25912,4665,1947,29255,10602,15686,18206,8283,4092,268380,24492,20887,5042,4259,8856
02/1994,10072,2553,4807,2941,9160,5014,13793,11790,39973,20161,16001,5931,1679,96647,2532,42092,2259,6326,30201,13312,13765,2316,1852,27200,11419,19662,2432,2364,1280,1959,4239,5801,10661,3183,4615,23308,6662,4718,4347,18570,14544,13474,3819,3743,4851,14421,11431,15333,7040,5487,29711,5681,4023,4417,304620,15254,19102,13201,6790,33946,17921,16032,25982,4977,1913,30896,10938,16007,18352,8690,4144,273778,25395,20698,5251,4401,9065
02/1995,10043,2582,4924,2963,9397,4807,13830,11783,41018,20322,16215,5521,1682,99408,2733,40046,2331,6402,30152,13117,14609,2273,1811,26879,10891,20358,2481,2387,1337,1921,4246,5517,11042,3256,4886,22869,6974,4682,4323,20158,14409,13848,3855,3874,5180,14948,11811,14969,7191,5526,28920,5518,3720,4144,307284,15288,18770,13468,6599,34653,17579,16254,26356,5045,1936,30756,10586,16319,17908,9102,4044,271957,25575,19921,5192,4203,8969
02/1996,9846,2530,4853,2846,9233,4948,14261,11606,42340,20117,16510,5668,1689,101555,2761,40141,2379,6491,30343,12815,15290,2198,1798,26568,11266,20739,2485,2439,1345,1855,4239,5393,11075,3217,4811,22722,6640,4630,4467,19669,14799,13646,3838,3877,4981,15474,12232,15066,7139,5598,28575,5503,3801,4558,314695,14890,18662,13570,6474,35494,17139,16059,27610,5140,1914,31142,10562,16113,17285,11145,3883,271322,25825,19352,5124,4230,9063
02/1997,9108,2419,4715,2844,9336,4813,14971,11903,43660,20248,16894,5576,1608,105224,2783,40732,2336,6769,31483,12230,15128,2050,1621,27370,11166,20135,2363,2549,1313,1686,4819,5169,12006,3405,4599,22543,6757,4489,4994,19199,14251,14082,3786,4000,5030,14273,12435,14645,7323,5572,29498,5582,3940,4594,317932,14326,19429,13221,6423,35643,17491,16781,27543,5080,1959,33010,10371,16811,17546,13071,3889,282883,27007,20306,4882,4299,9178
02/1998,9165,2480,4903,2685,9456,4749,16626,12595,44306,20004,17599,5522,1779,107705,2633,40820,2308,6908,32446,12296,16487,2132,1683,27588,11323,20307,2371,2531,1380,1709,5010,5646,12769,3167,4634,22671,7157,4677,4735,19587,13977,13918,3727,4149,5025,14533,12668,14949,7800,5500,31503,5863,3631,4205,320166,14487,19949,12869,6399,35637,17008,16879,27838,5154,2001,34729,10461,17459,18135,14000,3719,291441,28044,18505,5115,4473,9116
02/1999,9023,2514,4902,2771,9725,4535,16867,13098,46086,20095,18337,5491,1751,111617,2546,40946,2185,6657,33069,11910,17363,2023,1660,27446,11145,19568,2220,2506,1249,1760,4948,5605,12737,3178,4935,22160,6766,4660,4692,20483,14329,14314,3729,3847,5266,16015,13202,15740,8091,5450,31615,5693,3806,3779,329150,14308,20087,13462,6513,37417,18122,17020,28658,5074,1994,36209,10151,17203,18061,13987,3613,296238,28475,19405,4900,4452,9167
02/2000,9169,2559,5193,2955,8542,4881,16585,12175,46383,20512,18817,6007,1563,111000,2564,43522,2887,6831,31512,13203,15796,2268,2085,27951,12460,21894,2518,2263,1382,1822,4992,5470,11940,2794,4467,22226,7190,4557,4312,20463,14854,16918,4166,3875,5638,17389,13808,14679,7795,5969,29031,5635,4855,4422,325258,16920,20564,15028,7823,36851,17847,16774,30018,4605,1743,35602,10394,17031,18968,10298,3765,292585,29023,23187,5517,4543,9000
02/2001,8950,2472,5228,2849,8775,4593,17204,12037,47183,20893,18723,6171,1492,113186,2466,42391,2811,6707,31725,13005,15724,2253,2020,27935,12439,21966,2341,2221,1375,1845,5314,5247,11785,2563,4580,22361,7107,4490,4630,20921,14851,17166,4216,3685,5490,17905,13865,15901,7855,5812,28417,5724,4727,4723,328447,16930,20713,15581,7870,36125,17372,16696,30201,4723,1705,36492,10521,17480,19355,10373,3602,293771,29611,23536,5780,4605,9393
02/2002,9159,2445,5350,2910,8826,4606,17666,12132,48141,21612,19540,6329,1432,114788,2538,43471,2694,6675,32619,12884,16634,2242,2016,27303,13012,22503,2410,2253,1373,1839,5573,5308,11861,2483,4451,23017,7192,4532,4092,21152,15072,17315,4327,3689,5713,17128,14008,14920,8096,6017,29323,5289,4839,4891,331878,17078,21146,15147,8023,35028,18447,16755,30141,4817,1714,38057,10698,17627,19591,10379,3622,300474,30829,22668,5749,4780,9491
02/2003,9552,2491,5752,2956,8896,4704,17732,12450,48308,22351,19460,6583,1527,114297,2778,44935,3009,6605,31981,12942,16334,2401,2117,27230,13117,22344,2532,2236,1433,1936,5577,5380,12491,2456,4758,21796,7319,4455,3955,20971,14658,17402,4475,3716,5765,16414,13998,14758,8127,5685,28699,5360,4882,4707,329350,16768,20669,15143,7822,34879,19143,17899,30114,5183,1888,38229,10530,17618,19416,10328,3761,293107,30640,23645,5802,4772,9536
02/2004,9738,2501,5512,2916,9005,4610,18230,12158,49171,22454,20275,6233,1457,114661,2341,45317,3178,6508,31655,13396,16423,2371,2093,27183,13046,22694,2429,2233,1391,1806,5187,5325,12629,2397,4641,21924,7156,4301,4111,21054,14673,17727,4755,3676,5940,16258,14085,14938,8590,6200,28477,5195,4864,4492,327892,16915,20405,15217,7769,34789,19470,17611,29902,4976,1869,38640,10299,17896,19328,10075,3573,289700,31041,23722,5793,4762,9491
02/2005,9622,2239,5561,2836,9302,4589,18997,11811,50515,23361,20430,6296,1246,116804,2218,45087,3229,6565,31683,13263,16705,2289,2052,27829,12996,23107,2321,2029,1335,1731,5126,5114,12070,2189,4891,20739,7562,3969,4166,20973,14627,17905,4706,3513,6129,16252,14552,14194,8234,6568,28631,5379,4848,4570,329127,16701,20590,15504,7707,35230,20010,18081,30735,5242,1727,39303,10087,17823,19601,9036,3414,288943,31623,24297,5684,4391,10029
02/2006,10232,2313,5576,2871,9919,4799,19704,11767,51029,23488,20948,6834,1238,116613,2301,44800,3264,6747,31240,13744,16974,2382,2148,28887,13227,23341,2430,2045,1400,1783,5412,5084,12333,2291,4961,21981,7781,3965,4089,21445,14423,17651,4702,3685,6204,16742,14687,13903,8237,7310,29313,5514,4714,4456,326392,16416,20277,16212,7579,36030,20959,19736,31521,5312,1748,39720,10128,18167,20295,9022,3465,289365,32303,24813,5768,4460,10940
02/2007,10870,2359,5964,3104,11231,4937,20224,11949,50600,25407,22507,6888,1303,116764,2535,44539,3639,7399,30655,14445,18020,2488,2330,29657,14195,22658,2531,2019,1353,1884,5658,4979,12503,2410,5199,22261,8334,3965,4186,21049,13787,16847,5059,3861,6369,18041,14652,14198,8420,7880,29360,5927,4921,4642,320865,15903,19906,16806,7304,38328,22159,20227,32813,5189,1890,39358,10537,17938,21137,9326,3537,287954,32222,26405,5972,4671,11579
02/2008,10537,2311,5906,3115,12032,4896,20304,12031,50985,26076,22348,6814,1131,116798,2428,44940,4021,7151,30797,14249,18157,2486,2406,30598,14458,22401,2420,1959,1285,1881,5767,4893,12454,2313,5037,22786,8359,3849,4538,21018,13531,17381,5183,4101,6412,18305,14637,13547,8454,8138,29015,5679,4963,4470,317545,15770,19847,16767,7195,34325,23461,19872,32400,5157,1887,39789,10761,17877,21906,9402,3365,290708,32882,26940,5863,4073,12092
02/2009,10967,2506,6076,3371,12254,4945,20251,12746,52905,28269,23556,7065,1252,119099,2631,46066,3336,7323,30858,14842,19161,2681,2532,31388,15167,22912,2607,2053,1327,2024,6076,5681,12029,2533,5239,23370,7813,4032,4625,20805,13803,17916,5505,4309,6374,18431,15014,14472,8658,9064,29906,5742,5192,4692,323416,15905,19510,18356,7263,34870,23463,20748,33269,5542,1934,40169,11120,17562,22137,7452,3535,291820,33226,28099,6303,4470,11989
02/2010,9080,2595,5187,2908,10150,4688,18337,11955,59094,20818,19436,6199,1553,128455,2355,50593,3023,6679,31654,14061,17084,2295,2084,28191,12253,25175,2659,2273,1371,1923,4956,5823,11439,2744,3841,21010,7433,4341,4559,20722,15490,19538,4900,4028,6534,18166,17022,14534,7450,6256,29545,5268,4977,4419,347715,16859,21157,14713,7686,36766,18996,17874,30874,5103,1766,43081,10024,18065,19615,8813,3454,302970,34934,23939,5517,4332,9278
02/2011,8779,2492,4984,2977,10807,4299,17244,11682,60466,21517,19107,6117,1427,130660,2354,50301,2912,6237,30861,14902,16885,2564,2115,28266,12016,24916,2576,2191,1321,1899,4720,5608,11543,2650,3745,20471,7582,4269,4474,20167,15269,19902,4746,3955,6650,17781,16994,14868,7405,6308,29491,5291,4910,4442,350919,16375,21000,14310,7535,36629,19090,17925,31005,5019,1889,42387,9910,17589,20178,8865,3360,298539,34539,23828,5485,4425,9715
02/2012,8583,2937,5000,3141,12254,4339,17318,11668,62531,21746,18614,5883,1373,133992,2375,50412,2893,6351,31082,15749,17026,2500,2216,29054,12599,25241,2617,2158,1448,1944,4565,5812,11219,2691,3729,20273,7641,4277,4579,19933,15361,20327,5018,4031,6812,18298,17336,14431,7447,6640,29867,5524,4912,4498,360033,16423,21032,14615,7445,37437,18997,18313,31940,4997,1963,43115,10131,17225,20498,9169,3384,304489,35345,24237,5617,4523,10422
02/2013,8351,2916,4909,2983,12394,4321,17604,11501,64093,21953,18769,6011,1257,135720,2306,50373,2859,6172,30983,15984,16858,2549,2322,29307,12275,25311,2642,1974,1372,1942,4596,5893,10872,2617,3613,20004,7742,4125,4219,19929,15338,20511,5174,4061,6783,18553,17666,14466,7471,6482,29828,5407,4818,4407,365288,16163,20924,14345,7366,37233,18391,17918,31956,4702,1849,43413,9910,16925,20766,9269,3398,308085,35612,24528,5539,5236,10721
02/2014,8122,3013,4900,3005,12423,4445,17810,11146,64883,21866,18353,5825,1236,133734,2365,48970,2823,5957,30676,15881,16829,2351,2329,28893,12877,25074,2657,2009,1329,1933,4398,5750,10538,2774,3598,19331,7784,4093,4053,19308,15339,20697,5280,4256,6878,18684,17896,14129,7076,6420,29030,5489,4813,4415,365112,15829,20676,13784,7217,38262,17261,17913,32083,4701,1790,43183,9656,16672,20101,9230,3356,308608,35203,24395,5532,5206,10618
02/2015,8174,3254,4854,3121,12707,4484,18047,11764,67405,22423,19147,6072,1399,136452,2336,49545,2870,6229,30942,15926,17180,2462,2450,29816,12662,25887,3455,2150,1313,2059,4463,5787,10856,2697,3890,19201,8275,4173,3928,19440,15734,21251,5827,4497,6838,19435,18562,14675,7102,6664,29378,5620,4845,4527,370803,16133,20956,14149,7425,37742,17112,18171,32265,5057,1874,43888,9645,16684,20748,9717,3408,313617,35758,24334,5702,5496,10612
02/2016,8172,3144,5058,2985,11052,4436,19277,11837,69318,22498,19473,5773,1409,138919,2378,48981,2880,6296,31415,15208,17728,2666,2280,29024,12829,26127,3015,2217,1311,1927,4543,5590,10958,2752,4347,18983,8448,4226,3807,19732,15934,21577,6472,4059,6695,19478,19015,14798,7014,6240,29261,5696,4689,4590,374701,16157,21069,14474,7495,38496,17756,18562,33072,4920,1806,44672,9564,16902,19769,9603,3383,317542,36570,23900,5384,5367,9648
02/2017,8197,2989,5121,3034,11099,4393,19781,12434,68981,22488,19324,5758,1446,138233,2330,49157,2868,6034,31098,15395,18117,2420,2299,28214,12585,25861,2944,2133,1293,1909,4397,5554,11014,2587,4775,19139,8609,4034,3507,19512,15735,21473,6642,4017,6577,19141,18861,14907,7031,6258,29651,5838,4637,4494,372898,16009,20912,14527,7373,38980,17470,18699,32998,4829,1880,44389,9469,16675,18193,9525,3290,315022,36305,23094,5346,5047,9395
